Ticker,Exchange,Trades,Total Shares,Total Price Volume
A,B,239,24525,1.43E+06
A,C,5,599,35035.4
A,D,2364,288326,1.68E+07
A,J,518,30346,1.77E+06
A,K,1457,151869,8.85E+06
A,N,2020,303486,1.77E+07
A,P,2246,141092,8.24E+06
A,Q,2415,210866,1.23E+07
A,W,138,16154,942533
A,X,14,1429,83441.8
A,Y,264,24994,1.46E+06
A,Z,1295,124417,7.26E+06
AA,B,6604,1528557,1.63E+07
AA,C,477,198035,2.11E+06
AA,D,32563,16605582,1.77E+08
AA,J,6048,1273360,1.36E+07
AA,K,7058,3176051,3.38E+07
AA,M,2,37372,398130
AA,N,5266,6417224,6.84E+07
AA,P,8647,2590193,2.76E+07
AA,Q,8697,2882158,3.07E+07
AA,W,459,93712,998570
AA,X,864,219624,2.34E+06
AA,Y,4792,897286,9.56E+06
AA,Z,11535,4194419,4.47E+07
AADR,D,3,695,26037.8
AADR,J,0,0,0
AADR,K,7,1490,55275
AADR,P,7,1361,50432.5
AADR,Z,0,0,0
AAIT,D,0,0,0
AAIT,Q,0,0,0
AAL,A,386,74964,2.18E+06
AAL,B,1578,251670,7.32E+06
AAL,C,1020,192905,5.61E+06
AAL,D,33514,10953930,3.19E+08
AAL,J,3387,575147,1.68E+07
AAL,K,14416,3675804,1.07E+08
AAL,M,10,922,27119
AAL,P,11057,2605384,7.58E+07
AAL,Q,14060,3713973,1.08E+08
AAL,W,465,102644,3.00E+06
AAL,X,502,71685,2.10E+06
AAL,Y,2034,314221,9.15E+06
AAL,Z,7447,1231381,3.59E+07
AALCP,C,18,7384,194492
AALCP,D,489,242601,6.40E+06
AALCP,J,116,32255,849851
AALCP,K,48,33964,894294
AALCP,P,401,185466,4.89E+06
AALCP,Q,789,361700,9.53E+06
AALCP,X,1,1000,26340
AALCP,Z,210,97880,2.58E+06
AAMC,A,29,997,976200
AAMC,B,0,0,0
AAMC,D,49,1543,1.51E+06
AAMC,J,0,0,0
AAMC,K,28,905,887468
AAMC,P,17,594,572828
AAMC,Q,17,701,682588
AAMC,Z,27,848,826435
AAME,D,7,2325,9388.01
AAME,P,0,0,0
AAME,Q,16,4500,18138.8
AAME,Z,0,0,0
AAN,B,140,13532,391134
AAN,C,4,1300,37514
AAN,D,1387,170316,4.93E+06
AAN,J,80,7167,207490
AAN,K,607,63200,1.83E+06
AAN,N,998,162311,4.70E+06
AAN,P,770,78425,2.27E+06
AAN,Q,1148,147887,4.28E+06
AAN,W,31,2797,81006.2
AAN,X,8,635,18361.1
AAN,Y,87,7856,227278
AAN,Z,676,68662,1.99E+06
AAOI,B,1,100,1416
AAOI,D,85,11499,163312
AAOI,J,13,1247,17693.2
AAOI,K,38,3857,54907.2
AAOI,P,52,4125,58996.6
AAOI,Q,165,13769,196276
AAOI,W,8,724,10312.1
AAOI,X,3,185,2622.09
AAOI,Y,8,924,13037.4
AAOI,Z,18,1583,22683.5
AAON,B,130,13694,429123
AAON,D,521,72117,2.26E+06
AAON,J,20,1941,61101.9
AAON,K,121,10478,329317
AAON,P,296,23226,731940
AAON,Q,523,41409,1.30E+06
AAON,W,6,344,10769.1
AAON,X,11,1921,60471.1
AAON,Y,28,2576,81020.6
AAON,Z,96,9346,294110
AAP,B,293,26870,3.05E+06
AAP,C,2,300,34078
AAP,D,888,88211,1.00E+07
AAP,J,74,6718,761243
AAP,K,169,17562,1.99E+06
AAP,N,1013,107250,1.22E+07
AAP,P,860,70933,8.04E+06
AAP,Q,510,49107,5.56E+06
AAP,W,0,0,0
AAP,X,17,1250,141894
AAP,Y,79,7634,865345
AAP,Z,203,17414,1.98E+06
AAPL,B,6331,458168,2.48E+08
AAPL,C,377,37652,2.03E+07
AAPL,D,31292,3344282,1.81E+09
AAPL,J,1268,119818,6.48E+07
AAPL,K,8223,862371,4.66E+08
AAPL,M,8,53142,2.88E+07
AAPL,P,10449,1030900,5.57E+08
AAPL,Q,23718,1984187,1.07E+09
AAPL,W,82,6073,3.27E+06
AAPL,X,598,55701,3.01E+07
AAPL,Y,1998,168707,9.12E+07
AAPL,Z,6264,601597,3.25E+08
AAT,B,38,3331,103978
AAT,C,2,800,25004
AAT,D,194,21107,659379
AAT,J,10,1000,31261.5
AAT,K,55,5263,164678
AAT,N,334,43322,1.35E+06
AAT,P,226,17588,549801
AAT,Q,118,11633,363666
AAT,Y,37,3892,122148
AAT,Z,73,5900,184184
AAU,A,6,2400,2982
AAU,B,3,1200,1475
AAU,C,0,0,0
AAU,D,45,17158,21099.8
AAU,J,6,1400,1718
AAU,K,8,4000,4924
AAU,P,15,2360,2926.8
AAU,Q,1,100,124
AAU,Y,5,1500,1840
AAV,B,42,4424,18909.4
AAV,C,27,4300,18987
AAV,D,322,60882,261481
AAV,J,38,3949,16917.1
AAV,K,24,2599,11098.7
AAV,N,108,22674,97352.6
AAV,P,71,9964,42648.8
AAV,Q,133,14273,61103.4
AAV,W,14,1371,5859.46
AAV,X,0,0,0
AAV,Y,43,5240,22453.9
AAV,Z,157,17275,74074
AAWW,B,145,18647,769369
AAWW,D,415,49544,2.04E+06
AAWW,J,52,5521,228235
AAWW,K,235,24440,1.00E+06
AAWW,P,513,55772,2.29E+06
AAWW,Q,1024,105416,4.35E+06
AAWW,W,0,0,0
AAWW,X,15,2825,116599
AAWW,Y,20,1560,64388.1
AAWW,Z,212,21152,869676
AAXJ,B,88,11580,667156
AAXJ,C,36,3536,203506
AAXJ,D,470,88921,5.12E+06
AAXJ,J,94,12185,702021
AAXJ,K,229,32034,1.85E+06
AAXJ,P,612,150315,8.66E+06
AAXJ,Q,935,209323,1.21E+07
AAXJ,W,34,3535,203564
AAXJ,X,31,2929,168494
AAXJ,Y,171,17426,1.00E+06
AAXJ,Z,329,50052,2.88E+06
AA_hyphen_,A,2,265,20360
AA_hyphen_,D,2,281,22052.9
AB,B,38,2668,58838.6
AB,C,8,700,15432.9
AB,D,443,88503,1.95E+06
AB,J,10,498,10964.5
AB,K,277,35239,776618
AB,N,202,26708,588473
AB,P,80,9558,210525
AB,Q,175,28698,632121
AB,W,22,1675,36866.9
AB,X,4,500,11030
AB,Y,18,1743,38418.8
AB,Z,82,8898,195986
ABAX,B,514,49823,2.09E+06
ABAX,C,1,100,4219
ABAX,D,444,53978,2.27E+06
ABAX,J,24,2227,93613.7
ABAX,K,52,4663,195824
ABAX,P,250,18927,794799
ABAX,Q,453,34719,1.46E+06
ABAX,W,12,1197,50269.1
ABAX,Y,26,2390,100465
ABAX,Z,56,4383,184097
ABB,B,501,70593,1.83E+06
ABB,C,14,2250,58266
ABB,D,1702,303216,7.86E+06
ABB,J,265,34754,900497
ABB,K,253,46518,1.21E+06
ABB,N,657,188201,4.88E+06
ABB,P,548,92015,2.38E+06
ABB,Q,1183,209470,5.43E+06
ABB,W,52,8054,208843
ABB,X,43,8814,228254
ABB,Y,247,32572,844495
ABB,Z,1907,326117,8.45E+06
ABBV,B,1114,113549,5.79E+06
ABBV,C,159,27307,1.39E+06
ABBV,D,9824,1931930,9.81E+07
ABBV,J,1881,181304,9.23E+06
ABBV,K,2913,419824,2.13E+07
ABBV,M,0,0,0
ABBV,N,5662,1325953,6.75E+07
ABBV,P,4710,524786,2.67E+07
ABBV,Q,9608,1129228,5.73E+07
ABBV,W,410,50798,2.57E+06
ABBV,X,89,8624,440812
ABBV,Y,937,95540,4.87E+06
ABBV,Z,3527,386751,1.97E+07
ABC,B,615,58811,4.20E+06
ABC,C,23,3128,223297
ABC,D,3023,337983,2.41E+07
ABC,J,344,31104,2.22E+06
ABC,K,1587,226415,1.62E+07
ABC,N,1872,297702,2.13E+07
ABC,P,1452,105107,7.51E+06
ABC,Q,2246,195384,1.40E+07
ABC,W,27,2584,184425
ABC,X,36,3719,265575
ABC,Y,401,40302,2.88E+06
ABC,Z,1413,130626,9.33E+06
ABCB,B,12,878,18044.1
ABCB,C,6,347,7148.58
ABCB,D,144,13922,286293
ABCB,J,15,1600,32929.5
ABCB,K,26,2472,50704.9
ABCB,P,57,3110,63885.8
ABCB,Q,205,10162,208918
ABCB,W,4,400,8260
ABCB,X,7,700,14503
ABCB,Y,4,305,6261.15
ABCB,Z,53,2209,45392.6
ABCD,B,0,0,0
ABCD,C,8,2800,6280.5
ABCD,D,138,36521,81832.4
ABCD,J,3,271,606.25
ABCD,K,72,14440,31990.1
ABCD,P,65,8958,19823.5
ABCD,Q,35,11929,26306
ABCD,X,0,0,0
ABCD,Z,57,5621,12551.1
ABCO,B,88,7209,443414
ABCO,C,2,200,12341
ABCO,D,458,51735,3.19E+06
ABCO,J,10,848,52128.1
ABCO,K,114,15827,976013
ABCO,P,137,9681,595633
ABCO,Q,661,54110,3.33E+06
ABCO,X,2,200,12331
ABCO,Y,22,1877,115567
ABCO,Z,110,8346,513181
ABEV,B,1605,428767,3.05E+06
ABEV,C,236,47835,340521
ABEV,D,9806,3399947,2.42E+07
ABEV,J,2005,563354,4.01E+06
ABEV,K,1579,339061,2.41E+06
ABEV,N,2892,2015879,1.44E+07
ABEV,P,1677,377700,2.69E+06
ABEV,Q,2282,521936,3.72E+06
ABEV,W,456,146177,1.04E+06
ABEV,X,99,20460,145549
ABEV,Y,1903,545645,3.88E+06
ABEV,Z,2781,655151,4.66E+06
ABFS,B,199,19132,635913
ABFS,C,5,500,16745
ABFS,D,972,153081,5.07E+06
ABFS,J,152,13999,463275
ABFS,K,351,45897,1.53E+06
ABFS,P,533,55619,1.85E+06
ABFS,Q,1678,139702,4.65E+06
ABFS,W,20,2288,76110.2
ABFS,X,10,800,26776.1
ABFS,Y,123,13236,440577
ABFS,Z,266,24435,813022
ABG,B,86,5963,309618
ABG,C,5,494,25621.7
ABG,D,231,23335,1.21E+06
ABG,J,11,999,51860.2
ABG,K,43,3849,199851
ABG,N,339,32330,1.68E+06
ABG,P,302,24557,1.28E+06
ABG,Q,169,13124,681897
ABG,W,0,0,0
ABG,X,13,1257,65334.7
ABG,Y,59,5556,288895
ABG,Z,42,3081,159987
ABGB,B,0,0,0
ABGB,D,29,5532,86174.3
ABGB,J,4,400,6220
ABGB,K,28,3700,57676
ABGB,P,32,6675,103769
ABGB,Q,29,4600,71529
ABGB,Y,3,357,5565.06
ABGB,Z,5,500,7789
ABI,P,2,101,2272.72
ABIO,B,94,12865,26444.2
ABIO,C,92,29794,62050.9
ABIO,D,1727,992992,2.06E+06
ABIO,J,179,33177,68417
ABIO,K,439,201066,414836
ABIO,P,273,55477,114621
ABIO,Q,593,195381,403860
ABIO,W,22,2700,5536
ABIO,X,11,1200,2474.5
ABIO,Y,117,20922,43317.2
ABIO,Z,399,117910,245003
ABM,B,43,4140,117683
ABM,C,4,600,17061
ABM,D,340,32276,918033
ABM,J,47,4205,119623
ABM,K,28,2911,82797.5
ABM,N,304,35374,1.01E+06
ABM,P,110,9762,277617
ABM,Q,344,35885,1.02E+06
ABM,W,5,500,14217
ABM,Y,17,1445,41087.3
ABM,Z,65,6065,172485
ABMD,B,93,8000,233441
ABMD,C,8,759,22140.3
ABMD,D,1021,115862,3.37E+06
ABMD,J,91,7751,225432
ABMD,K,622,69840,2.04E+06
ABMD,P,490,47859,1.39E+06
ABMD,Q,1304,136139,3.95E+06
ABMD,W,3,300,8868
ABMD,X,6,544,15903.8
ABMD,Y,56,5944,173873
ABMD,Z,166,15152,445642
ABR,C,5,652,4413.52
ABR,D,61,17595,119284
ABR,J,5,379,2563.54
ABR,K,21,1342,9113.75
ABR,N,63,6767,45990.8
ABR,P,8,536,3653.44
ABR,Q,34,3152,21347.1
ABR,W,3,300,2040
ABR,Y,5,422,2856.27
ABR,Z,17,1211,8197.15
ABR_hyphen_A,D,2,2000,48440
ABR_hyphen_A,K,2,378,9223.2
ABR_hyphen_A,N,1,100,2445
ABR_hyphen_A,Q,5,2130,51897.8
ABR_hyphen_B,C,0,0,0
ABR_hyphen_B,D,4,1119,25289.2
ABR_hyphen_B,N,0,0,0
ABR_hyphen_B,Q,1,1000,22410
ABT,B,914,88267,3.46E+06
ABT,C,92,13351,523434
ABT,D,9176,1741588,6.83E+07
ABT,J,1116,104089,4.08E+06
ABT,K,1240,167326,6.56E+06
ABT,N,2586,868868,3.41E+07
ABT,P,2848,299724,1.18E+07
ABT,Q,5290,686672,2.69E+07
ABT,W,175,17372,681246
ABT,X,156,19224,754019
ABT,Y,563,56320,2.21E+06
ABT,Z,3970,454827,1.78E+07
ABTL,B,39,3176,46226.6
ABTL,C,13,2945,43041.2
ABTL,D,297,56848,833688
ABTL,J,22,2269,32907.6
ABTL,K,87,15669,227712
ABTL,P,60,5408,78575.4
ABTL,Q,183,15743,230280
ABTL,W,0,0,0
ABTL,X,5,445,6443.7
ABTL,Y,30,3020,44103.4
ABTL,Z,50,3961,57898.1
ABW_hyphen_B,D,0,0,0
ABW_hyphen_B,N,1,116,3205.08
ABX,B,2282,329935,5.87E+06
ABX,C,54,48324,859768
ABX,D,8614,2679778,4.77E+07
ABX,J,2801,412988,7.35E+06
ABX,K,2543,496709,8.84E+06
ABX,M,2,20692,368849
ABX,N,3410,1732699,3.08E+07
ABX,P,4725,740427,1.32E+07
ABX,Q,6925,1318335,2.35E+07
ABX,W,113,21759,386918
ABX,X,456,52714,939360
ABX,Y,2166,245368,4.37E+06
ABX,Z,8963,1575852,2.81E+07
ACAD,A,12,2047,48934.4
ACAD,B,250,23854,569692
ACAD,C,15,2698,64867.6
ACAD,D,1536,253439,6.08E+06
ACAD,J,382,34925,834492
ACAD,K,823,107998,2.58E+06
ACAD,P,899,93569,2.24E+06
ACAD,Q,3233,331065,7.92E+06
ACAD,W,49,4346,103657
ACAD,X,18,2072,49280.7
ACAD,Y,207,20399,486844
ACAD,Z,918,94109,2.25E+06
ACAS,A,42,8727,138626
ACAS,B,725,107972,1.72E+06
ACAS,C,18,3156,50468.3
ACAS,D,4054,688009,1.10E+07
ACAS,J,457,60341,963843
ACAS,K,1032,126113,2.01E+06
ACAS,P,1128,214905,3.43E+06
ACAS,Q,2269,482153,7.69E+06
ACAS,W,100,14122,224992
ACAS,X,105,13470,214707
ACAS,Y,446,60140,959326
ACAS,Z,2635,419831,6.69E+06
ACAT,B,62,4780,281973
ACAT,C,0,0,0
ACAT,D,220,22086,1.30E+06
ACAT,J,11,1100,64867.5
ACAT,K,39,3352,198055
ACAT,P,206,19189,1.13E+06
ACAT,Q,489,40938,2.41E+06
ACAT,W,3,177,10347.4
ACAT,X,18,3782,223533
ACAT,Y,8,769,45294.9
ACAT,Z,73,5357,315757
ACC,B,100,6798,224648
ACC,C,0,0,0
ACC,D,911,89813,2.96E+06
ACC,J,70,5981,197657
ACC,K,248,24484,808779
ACC,N,739,103425,3.42E+06
ACC,P,504,46869,1.55E+06
ACC,Q,741,81617,2.70E+06
ACC,W,31,3148,104034
ACC,X,13,1227,40572.9
ACC,Y,142,10620,350798
ACC,Z,448,41064,1.36E+06
ACCL,B,15,1212,11738
ACCL,D,188,35325,344633
ACCL,J,5,478,4663.26
ACCL,K,135,19321,188457
ACCL,P,102,9885,96376
ACCL,Q,415,46526,453295
ACCL,W,10,842,8174.04
ACCL,X,16,1204,11713.5
ACCL,Y,30,4624,45420.5
ACCL,Z,51,4492,43801.6
ACCO,B,210,21594,136971
ACCO,C,8,1200,7535
ACCO,D,729,136850,868285
ACCO,J,155,15936,101282
ACCO,K,278,39753,251477
ACCO,N,564,135803,861200
ACCO,P,239,32011,203181
ACCO,Q,639,76949,487215
ACCO,W,33,3950,25106.6
ACCO,X,9,1100,6981
ACCO,Y,124,12226,77513.3
ACCO,Z,417,48289,305814
ACE,B,729,73628,7.27E+06
ACE,C,16,1105,109179
ACE,D,3931,400380,3.96E+07
ACE,J,1006,93936,9.28E+06
ACE,K,763,82595,8.16E+06
ACE,N,2899,425123,4.20E+07
ACE,P,2882,245457,2.43E+07
ACE,Q,3919,413111,4.08E+07
ACE,W,15,1335,132096
ACE,X,22,4232,418945
ACE,Y,610,61284,6.06E+06
ACE,Z,1083,109887,1.09E+07
ACET,B,74,6357,148503
ACET,C,10,2189,51365.7
ACET,D,389,56733,1.33E+06
ACET,J,130,9465,221174
ACET,K,76,7607,177678
ACET,P,385,36374,849608
ACET,Q,727,71013,1.66E+06
ACET,X,6,500,11671.5
ACET,Y,18,2478,57879.4
ACET,Z,63,5026,117555
ACFC,B,0,0,0
ACFC,C,6,600,2532
ACFC,D,107,16250,69639.9
ACFC,J,3,300,1284.5
ACFC,K,44,8500,36585
ACFC,P,59,8600,36941.2
ACFC,Q,63,9596,41331.1
ACFC,X,0,0,0
ACFC,Y,5,532,2272.89
ACFC,Z,27,3900,16878.5
ACFN,B,86,8893,34425.4
ACFN,C,20,5907,23176.8
ACFN,D,451,122562,484736
ACFN,J,62,7620,29469.2
ACFN,K,155,37210,146411
ACFN,P,148,21646,84693.6
ACFN,Q,508,76310,298900
ACFN,W,4,400,1530
ACFN,X,7,868,3362.44
ACFN,Y,46,5217,20566.7
ACFN,Z,87,9661,37797.2
ACG,B,201,30217,222298
ACG,C,66,22825,167925
ACG,D,2026,581528,4.28E+06
ACG,J,228,46012,338378
ACG,K,170,81045,596167
ACG,N,520,307156,2.26E+06
ACG,P,560,137211,1.01E+06
ACG,Q,454,81504,599226
ACG,W,77,24314,178606
ACG,X,34,6971,51299.1
ACG,Y,238,50180,368888
ACG,Z,1164,258929,1.90E+06
ACGL,B,306,30953,1.73E+06
ACGL,D,2158,229579,1.28E+07
ACGL,J,171,16239,908342
ACGL,K,382,33026,1.85E+06
ACGL,P,852,71162,3.98E+06
ACGL,Q,1632,143223,8.01E+06
ACGL,W,52,8446,472492
ACGL,X,37,3700,206897
ACGL,Y,184,17785,994679
ACGL,Z,727,67107,3.75E+06
ACH,B,2,200,1672.5
ACH,C,0,0,0
ACH,D,96,22402,187646
ACH,J,66,6513,54612.8
ACH,K,85,12798,107300
ACH,N,145,33515,281160
ACH,P,92,24319,204009
ACH,Q,43,4929,41365
ACH,W,2,200,1672
ACH,Y,12,1842,15467.1
ACH,Z,35,4214,35379.2
ACHC,B,109,9781,481472
ACHC,C,4,500,24567
ACHC,D,566,68742,3.38E+06
ACHC,J,37,4184,205955
ACHC,K,315,32912,1.62E+06
ACHC,P,215,21415,1.05E+06
ACHC,Q,850,70809,3.48E+06
ACHC,W,1,100,4925
ACHC,X,15,1434,70402.1
ACHC,Y,36,3050,150466
ACHC,Z,277,27161,1.34E+06
ACHN,A,39,6000,22896
ACHN,B,423,49153,182795
ACHN,C,94,68783,263119
ACHN,D,4387,2652693,1.01E+07
ACHN,J,728,89226,336655
ACHN,K,1556,634375,2.42E+06
ACHN,P,1908,409802,1.56E+06
ACHN,Q,5204,1407000,5.35E+06
ACHN,W,117,12400,45825
ACHN,X,83,8555,31969.4
ACHN,Y,314,36961,137907
ACHN,Z,1154,164371,618533
ACI,B,1383,289261,1.21E+06
ACI,C,62,24409,101733
ACI,D,5901,2887915,1.20E+07
ACI,J,1340,265345,1.10E+06
ACI,K,1233,901294,3.74E+06
ACI,M,0,0,0
ACI,N,911,1207732,5.02E+06
ACI,P,1331,403305,1.67E+06
ACI,Q,2065,695599,2.89E+06
ACI,W,162,27033,112631
ACI,X,107,16350,68132
ACI,Y,1310,222634,926162
ACI,Z,1706,485885,2.02E+06
ACIM,D,29,2394,147365
ACIM,P,4,434,26804.1
ACIW,B,103,8676,548901
ACIW,C,2,200,12643
ACIW,D,548,58906,3.73E+06
ACIW,J,75,9221,583638
ACIW,K,105,11008,696954
ACIW,P,220,18523,1.17E+06
ACIW,Q,918,79239,5.01E+06
ACIW,X,14,1700,107592
ACIW,Y,34,3285,208178
ACIW,Z,96,7571,478709
ACLS,A,21,2100,5203
ACLS,B,113,10482,26012.9
ACLS,C,18,4006,9943.82
ACLS,D,2242,862670,2.14E+06
ACLS,J,103,16020,39713.3
ACLS,K,173,56480,140670
ACLS,M,3,300,748
ACLS,P,475,105171,260636
ACLS,Q,792,282139,698977
ACLS,W,47,6100,15165
ACLS,X,9,825,2051.25
ACLS,Y,182,22113,54911.4
ACLS,Z,656,173647,431968
ACM,B,297,26684,813930
ACM,C,16,1786,54446.6
ACM,D,1526,194963,5.94E+06
ACM,J,121,11570,352386
ACM,K,1105,109481,3.34E+06
ACM,N,949,144687,4.41E+06
ACM,P,612,62386,1.90E+06
ACM,Q,1010,97038,2.96E+06
ACM,W,10,1071,32612.6
ACM,X,24,2400,73054
ACM,Y,172,15937,485573
ACM,Z,443,44299,1.35E+06
ACMP,B,194,13996,766611
ACMP,C,0,0,0
ACMP,D,520,61154,3.35E+06
ACMP,J,44,3459,189425
ACMP,K,140,14217,778122
ACMP,N,326,31089,1.70E+06
ACMP,P,274,21661,1.18E+06
ACMP,Q,190,12424,679360
ACMP,W,7,823,44958.9
ACMP,X,2,101,5514.75
ACMP,Y,21,1738,95121.9
ACMP,Z,106,7251,396296
ACN,B,653,64185,5.31E+06
ACN,C,74,8100,669941
ACN,D,6092,1104796,9.14E+07
ACN,J,406,32190,2.66E+06
ACN,K,2070,271993,2.25E+07
ACN,N,4325,743581,6.15E+07
ACN,P,3428,360683,2.98E+07
ACN,Q,6088,699799,5.79E+07
ACN,W,39,3887,322290
ACN,X,27,1813,150212
ACN,Y,374,51008,4.22E+06
ACN,Z,2073,204087,1.69E+07
ACNB,D,2,192,3562.69
ACNB,Q,2,400,7520
ACO,B,309,28916,980023
ACO,C,95,10190,345290
ACO,D,325,31152,1.06E+06
ACO,J,11,839,28436.2
ACO,K,118,9456,320771
ACO,N,215,19062,646900
ACO,P,251,14012,475636
ACO,Q,377,40955,1.39E+06
ACO,W,36,3622,123037
ACO,X,20,1599,54281.4
ACO,Y,15,1219,41366.5
ACO,Z,136,13072,443311
ACOR,B,138,10818,308787
ACOR,C,2,194,5553.28
ACOR,D,778,59236,1.69E+06
ACOR,J,146,13645,389206
ACOR,K,222,22567,642568
ACOR,P,367,34009,969027
ACOR,Q,962,83400,2.38E+06
ACOR,W,22,2713,77715.2
ACOR,X,22,1688,48243
ACOR,Y,47,4032,115037
ACOR,Z,133,10051,287371
ACP,B,8,594,10311.8
ACP,C,0,0,0
ACP,D,135,17661,306795
ACP,J,3,300,5208
ACP,K,7,700,12159
ACP,N,60,7052,122401
ACP,P,21,1805,31368.9
ACP,Q,24,2097,36446.1
ACP,W,1,100,1736
ACP,Y,2,600,10434
ACP,Z,4,245,4258.47
ACPW,B,0,0,0
ACPW,C,1,100,358
ACPW,D,65,13213,47229.5
ACPW,J,0,0,0
ACPW,K,27,5390,19315.5
ACPW,P,24,1433,5134.47
ACPW,Q,31,4670,16640.9
ACPW,Y,6,993,3553.41
ACPW,Z,4,599,2144.94
ACRE,B,13,1061,14240
ACRE,C,2,103,1384.53
ACRE,D,307,47884,644660
ACRE,J,50,3802,51141.6
ACRE,K,87,10335,139150
ACRE,N,186,28188,379414
ACRE,P,39,4222,56823.5
ACRE,Q,160,19180,258173
ACRE,W,14,1350,18159.5
ACRE,Y,14,912,12262.4
ACRE,Z,31,2703,36361
ACRX,B,226,22374,269652
ACRX,C,47,5993,72196.4
ACRX,D,722,137807,1.66E+06
ACRX,J,57,5330,64310.2
ACRX,K,313,47217,569738
ACRX,P,250,27491,331933
ACRX,Q,758,103651,1.25E+06
ACRX,W,6,514,6216.4
ACRX,X,7,511,6146.17
ACRX,Y,22,2369,28593.9
ACRX,Z,173,15727,189410
ACST,B,6,1244,1694.32
ACST,C,55,30682,44630.9
ACST,D,1213,809799,1.18E+06
ACST,J,21,4600,6668
ACST,K,327,255406,374001
ACST,P,145,65479,97465.2
ACST,Q,210,132221,192281
ACST,W,8,807,1140.18
ACST,X,0,0,0
ACST,Y,31,10527,15393.3
ACST,Z,104,32386,47013.2
ACT,B,640,56447,1.02E+07
ACT,C,29,3783,680869
ACT,D,3777,487625,8.76E+07
ACT,J,170,14712,2.64E+06
ACT,K,1054,102654,1.84E+07
ACT,M,0,0,0
ACT,N,2788,319224,5.74E+07
ACT,P,2592,236762,4.25E+07
ACT,Q,2749,191342,3.44E+07
ACT,W,3,700,125932
ACT,X,15,1790,321831
ACT,Y,164,16237,2.92E+06
ACT,Z,512,46863,8.42E+06
ACTG,B,156,17359,241903
ACTG,C,13,1405,19495
ACTG,D,1037,164153,2.29E+06
ACTG,J,242,23522,328519
ACTG,K,627,75475,1.05E+06
ACTG,P,1157,150145,2.10E+06
ACTG,Q,2275,276150,3.85E+06
ACTG,W,38,4600,64354
ACTG,X,13,1438,19965.2
ACTG,Y,112,10782,150235
ACTG,Z,419,43020,599899
ACTS,B,4,500,1425
ACTS,D,33,8000,22755.2
ACTS,J,6,634,1805.9
ACTS,K,24,4303,12250.5
ACTS,P,4,400,1138
ACTS,Q,20,2063,5869.08
ACTS,Z,4,377,1071.18
ACU,A,2,280,4160
ACU,D,0,0,0
ACUR,B,1,3,5.31
ACUR,C,24,3225,5676
ACUR,D,222,61862,108889
ACUR,J,19,1516,2669.32
ACUR,K,108,26185,46146.3
ACUR,P,17,2379,4176.83
ACUR,Q,21,3148,5551.45
ACUR,W,0,0,0
ACUR,Y,29,3696,6500
ACUR,Z,103,10863,19107.2
ACW,B,9,1000,4245
ACW,C,6,2300,9899
ACW,D,497,99739,424680
ACW,J,71,11321,47653.9
ACW,K,236,43071,185213
ACW,N,478,82696,350620
ACW,P,175,21558,92334.1
ACW,Q,461,61155,260545
ACW,W,18,1715,7251
ACW,X,13,1215,5064.1
ACW,Y,45,5044,21358
ACW,Z,122,14723,62616.3
ACWI,B,77,8988,509617
ACWI,C,4,723,41016.6
ACWI,D,722,131670,7.47E+06
ACWI,J,92,13009,737922
ACWI,K,79,12340,699618
ACWI,P,263,42978,2.44E+06
ACWI,Q,575,115031,6.52E+06
ACWI,W,35,2630,149239
ACWI,X,18,3071,174178
ACWI,Y,62,6570,372524
ACWI,Z,640,166653,9.45E+06
ACWV,B,7,1779,111332
ACWV,C,2,260,16268.2
ACWV,D,215,57509,3.60E+06
ACWV,J,0,0,0
ACWV,K,17,11000,688466
ACWV,P,85,24753,1.55E+06
ACWV,Q,5,1064,66615.4
ACWV,Y,6,1800,112656
ACWV,Z,28,6356,397793
ACWX,B,24,2721,123908
ACWX,C,14,1500,68431
ACWX,D,557,158672,7.22E+06
ACWX,J,18,3303,150364
ACWX,K,43,11777,535640
ACWX,P,213,63614,2.90E+06
ACWX,Q,284,79326,3.61E+06
ACWX,W,27,3488,158815
ACWX,X,1,100,4562
ACWX,Y,25,2395,108940
ACWX,Z,228,49000,2.23E+06
ACXM,B,61,6076,220160
ACXM,C,8,800,28997
ACXM,D,503,66575,2.41E+06
ACXM,J,54,6038,218479
ACXM,K,361,47655,1.72E+06
ACXM,P,554,53309,1.93E+06
ACXM,Q,1435,136967,4.96E+06
ACXM,W,37,4936,178552
ACXM,X,35,14103,508965
ACXM,Y,72,7404,267896
ACXM,Z,234,18709,677993
ACY,A,1,50,820.5
ACY,C,1,50,824.5
ACY,D,5,340,5619.51
ACY,K,0,0,0
ADAT,B,1,100,156
ADAT,C,10,1800,2647
ADAT,D,121,41719,63516.7
ADAT,J,34,4100,6130
ADAT,K,44,16027,24371.8
ADAT,P,32,6700,10251
ADAT,Q,63,10814,16414.9
ADAT,W,3,300,447
ADAT,Y,7,900,1346
ADAT,Z,61,7500,11333
ADBE,A,25,3970,235106
ADBE,B,731,75420,4.46E+06
ADBE,C,58,5886,349485
ADBE,D,3576,573286,3.39E+07
ADBE,J,335,31891,1.89E+06
ADBE,K,901,111776,6.62E+06
ADBE,P,2227,240915,1.43E+07
ADBE,Q,7840,817298,4.83E+07
ADBE,W,135,14380,850700
ADBE,X,41,4146,245155
ADBE,Y,366,34920,2.07E+06
ADBE,Z,1873,186767,1.10E+07
ADC,B,18,1424,40395.2
ADC,C,0,0,0
